"Policy","Setting","SubSetting","Value","InfoUrl","SupportedPlatform","SupportedSKUs","UnsupportedSKUs","Unique","Duplicate","Conflicting"
"Windows Intune Baseline","Device Password Enabled","","Enabled","https://docs.microsoft.com/en-us/windows/client-management/mdm/policy-csp-devicelock#devicepasswordenabled","windows10","Home; Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","surfaceHub; hololens; hololensEnterprise","","x",""
"Windows Intune Baseline","","Min Device Password Length","14","https://docs.microsoft.com/en-us/windows/client-management/mdm/policy-csp-devicelock#mindevicepasswordlength","windows10","Home; Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","surfaceHub; hololens; hololensEnterprise","","x",""
"Windows Intune Baseline","","Device Password History","24","https://docs.microsoft.com/en-us/windows/client-management/mdm/policy-csp-devicelock#devicepasswordhistory","windows10","Home; Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","surfaceHub; hololens; hololensEnterprise","","x",""
"Windows Intune Baseline","Device Enumeration Policy","","Block all (Most restrictive)","https://docs.microsoft.com/en-us/windows/client-management/mdm/policy-csp-dmaguard#deviceenumerationpolicy","windows10","Professional; Enterprise; Education; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; MultiSession; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Allow Windows Spotlight (User)","","Allow","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Experience#allowwindowsspotlight","windows10","Enterprise; Education; iotEnterprise; iotEnterpriseSEval","Home; Professional; MultiSession; CloudN; CPC; 11SE; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Allow Windows Consumer Features","Block","https://docs.microsoft.com/en-us/windows/client-management/mdm/policy-csp-experience#allowwindowsconsumerfeatures","windows10","Enterprise; Education; iotEnterprise; iotEnterpriseSEval","Home; Professional; MultiSession; CloudN; CPC; 11SE; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","Allow Third Party Suggestions In Windows Spotlight (User)","Block","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Experience#allowthirdpartysuggestionsinwindowsspotlight","windows10","Professional; Enterprise; Education; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; MultiSession; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Enable Domain Network Firewall","","True","https://docs.microsoft.com/en-us/windows/client-management/mdm/firewall-csp","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"Windows Intune Baseline","","Enable Log Success Connections","Enable Logging Of Successful Connections","https://docs.microsoft.com/windows/client-management/mdm/Firewall-csp/","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"Windows Intune Baseline","","Default Outbound Action","Allow","https://docs.microsoft.com/en-us/windows/client-management/mdm/firewall-csp","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","x","",""
"Windows Intune Baseline","","Disable Inbound Notifications","True","https://docs.microsoft.com/en-us/windows/client-management/mdm/firewall-csp","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"Windows Intune Baseline","","Enable Log Dropped Packets","Enable Logging Of Dropped Packets","https://docs.microsoft.com/windows/client-management/mdm/Firewall-csp/","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"Windows Intune Baseline","","Log Max File Size","16384","https://docs.microsoft.com/windows/client-management/mdm/Firewall-csp/","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"Windows Intune Baseline","","Default Inbound Action for Domain Profile","Block","https://docs.microsoft.com/en-us/windows/client-management/mdm/firewall-csp","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"Windows Intune Baseline","Enable Private Network Firewall","","True","https://docs.microsoft.com/en-us/windows/client-management/mdm/firewall-csp","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"Windows Intune Baseline","","Default Inbound Action for Private Profile","Block","https://docs.microsoft.com/en-us/windows/client-management/mdm/firewall-csp","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"Windows Intune Baseline","","Log Max File Size","16384","https://docs.microsoft.com/windows/client-management/mdm/Firewall-csp/","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"Windows Intune Baseline","","Enable Log Success Connections","Enable Logging Of Successful Connections","https://docs.microsoft.com/windows/client-management/mdm/Firewall-csp/","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"Windows Intune Baseline","","Enable Log Dropped Packets","Enable Logging Of Dropped Packets","https://docs.microsoft.com/windows/client-management/mdm/Firewall-csp/","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"Windows Intune Baseline","","Default Outbound Action","Allow","https://docs.microsoft.com/en-us/windows/client-management/mdm/firewall-csp","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","x","",""
"Windows Intune Baseline","","Disable Inbound Notifications","True","https://docs.microsoft.com/en-us/windows/client-management/mdm/firewall-csp","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"Windows Intune Baseline","Enable Public Network Firewall","","True","https://docs.microsoft.com/en-us/windows/client-management/mdm/firewall-csp","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"Windows Intune Baseline","","Log Max File Size","16384","https://docs.microsoft.com/windows/client-management/mdm/Firewall-csp/","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"Windows Intune Baseline","","Default Outbound Action","Allow","https://docs.microsoft.com/en-us/windows/client-management/mdm/firewall-csp","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","x","",""
"Windows Intune Baseline","","Disable Inbound Notifications","True","https://docs.microsoft.com/en-us/windows/client-management/mdm/firewall-csp","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"Windows Intune Baseline","","Default Inbound Action for Public Profile","Block","https://docs.microsoft.com/en-us/windows/client-management/mdm/firewall-csp","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"Windows Intune Baseline","","Allow Local Policy Merge","False","https://docs.microsoft.com/en-us/windows/client-management/mdm/firewall-csp","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"Windows Intune Baseline","","Allow Local Ipsec Policy Merge","False","https://docs.microsoft.com/en-us/windows/client-management/mdm/firewall-csp","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"Windows Intune Baseline","","Enable Log Success Connections","Enable Logging Of Successful Connections","https://docs.microsoft.com/windows/client-management/mdm/Firewall-csp/","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"Windows Intune Baseline","","Enable Log Dropped Packets","Enable Logging Of Dropped Packets","https://docs.microsoft.com/windows/client-management/mdm/Firewall-csp/","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"Windows Intune Baseline","PK Init Hash Algorithm Configuration","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Kerberos#pkinithashalgorithmconfiguration","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","PK Init Hash Algorithm SHA256","Supported","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Kerberos#pkinithashalgorithmsha256","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","PK Init Hash Algorithm SHA512","Supported","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Kerberos#pkinithashalgorithmsha512","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","PK Init Hash Algorithm SHA384","Supported","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Kerberos#pkinithashalgorithmsha384","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","","PK Init Hash Algorithm SHA1","Not Supported","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-Kerberos#pkinithashalgorithmsha1","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Audit Client Does Not Support Encryption","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LanmanServer#auditclientdoesnotsupportencryption","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Audit Client Does Not Support Signing","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LanmanServer#auditclientdoesnotsupportsigning","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Audit Insecure Guest Logon","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LanmanServer#auditinsecureguestlogon","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Auth Rate Limiter Delay In Ms","","2000","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LanmanServer#authratelimiterdelayinms","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Enable Auth Rate Limiter","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LanmanServer#enableauthratelimiter","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Enable Mailslots","","Disabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LanmanServer#enablemailslots","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Max Smb2 Dialect","","SMB 3.1.1","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LanmanServer#maxsmb2dialect","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Min Smb2 Dialect","","SMB 3.0.0","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LanmanServer#minsmb2dialect","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Audit Insecure Guest Logon","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LanmanWorkstation#auditinsecureguestlogon","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Audit Server Does Not Support Encryption","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LanmanWorkstation#auditserverdoesnotsupportencryption","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Audit Server Does Not Support Signing","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LanmanWorkstation#auditserverdoesnotsupportsigning","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Enable Insecure Guest Logons","","Disabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LanmanWorkstation#enableinsecureguestlogons","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"Windows Intune Baseline","Enable Mailslots","","Disabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LanmanWorkstation#enablemailslots","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Max Smb2 Dialect","","SMB 3.1.1","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LanmanWorkstation#maxsmb2dialect","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Min Smb2 Dialect","","SMB 3.0.0","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LanmanWorkstation#minsmb2dialect","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Require Encryption","","Disabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LanmanWorkstation#requireencryption","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"Windows Intune Baseline","Backup Directory ","","Backup the password to Microsoft Entra ID only","https://docs.microsoft.com/windows/client-management/mdm/LAPS-csp/","windows10","Home; Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; surfaceHub; hololens; holographicForBusiness","CPC; iotEnterpriseSEval; hololensEnterprise","","x",""
"Windows Intune Baseline","Accounts Limit Local Account Use Of Blank Passwords To Console Logon Only","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#accounts_limitlocalaccountuseofblankpasswordstoconsolelogononly","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"Windows Intune Baseline","Interactive Logon Machine Inactivity Limit","","900","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#interactivelogon_machineinactivitylimit","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"Windows Intune Baseline","Interactive Logon Smart Card Removal Behavior","","Lock Workstation","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#interactivelogon_smartcardremovalbehavior","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"Windows Intune Baseline","Microsoft Network Client Digitally Sign Communications Always","","Enable","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#microsoftnetworkclient_digitallysigncommunicationsalways","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"Windows Intune Baseline","Microsoft Network Client Send Unencrypted Password To Third Party SMB Servers","","Disable","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#microsoftnetworkclient_sendunencryptedpasswordtothirdpartysmbservers","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"Windows Intune Baseline","Microsoft Network Server Digitally Sign Communications Always","","Enable","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#microsoftnetworkserver_digitallysigncommunicationsalways","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"Windows Intune Baseline","Network Access Do Not Allow Anonymous Enumeration Of SAM Accounts","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#networkaccess_donotallowanonymousenumerationofsamaccounts","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"Windows Intune Baseline","Network Access Do Not Allow Anonymous Enumeration Of Sam Accounts And Shares","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#networkaccess_donotallowanonymousenumerationofsamaccountsandshares","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"Windows Intune Baseline","Network Access Restrict Anonymous Access To Named Pipes And Shares","","Enable","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#networkaccess_restrictanonymousaccesstonamedpipesandshares","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"Windows Intune Baseline","Network Access Restrict Clients Allowed To Make Remote Calls To SAM","","O:BAG:BAD:(A;;RC;;;BA)","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#networkaccess_restrictclientsallowedtomakeremotecallstosam","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"Windows Intune Baseline","Network Security Do Not Store LAN Manager Hash Value On Next Password Change","","Enable","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#networksecurity_donotstorelanmanagerhashvalueonnextpasswordchange","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"Windows Intune Baseline","Network Security LAN Manager Authentication Level","","Send NTLMv2 responses only. Refuse LM and NTLM","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#networksecurity_lanmanagerauthenticationlevel","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"Windows Intune Baseline","Network Security Minimum Session Security For NTLMSSP Based Clients","","Require NTLM and 128-bit encryption","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#networksecurity_minimumsessionsecurityforntlmsspbasedclients","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"Windows Intune Baseline","Network Security Minimum Session Security For NTLMSSP Based Servers","","Require NTLM and 128-bit encryption","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#networksecurity_minimumsessionsecurityforntlmsspbasedservers","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"Windows Intune Baseline","User Account Control Behavior Of The Elevation Prompt For Administrators","","Prompt for consent on the secure desktop","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#useraccountcontrol_behavioroftheelevationpromptforadministrators","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"Windows Intune Baseline","User Account Control Behavior Of The Elevation Prompt For Standard Users","","Automatically deny elevation requests","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#useraccountcontrol_behavioroftheelevationpromptforstandardusers","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"Windows Intune Baseline","User Account Control Detect Application Installations And Prompt For Elevation","","Enable","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#useraccountcontrol_detectapplicationinstallationsandpromptforelevation","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"Windows Intune Baseline","User Account Control Only Elevate UI Access Applications That Are Installed In Secure Locations","","Enabled: Application runs with UIAccess integrity only if it resides in secure location.","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#useraccountcontrol_onlyelevateuiaccessapplicationsthatareinstalledinsecurelocations","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"Windows Intune Baseline","User Account Control Run All Administrators In Admin Approval Mode","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#useraccountcontrol_runalladministratorsinadminapprovalmode","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"Windows Intune Baseline","User Account Control Use Admin Approval Mode","","Enable","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#useraccountcontrol_useadminapprovalmode","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"Windows Intune Baseline","User Account Control Virtualize File And Registry Write Failures To Per User Locations","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#useraccountcontrol_virtualizefileandregistrywritefailurestoperuserlocations","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"Windows Intune Baseline","Configure Lsa Protected Process","","Enabled with UEFI lock. LSA will run as protected process and this configuration is UEFI locked.","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalSecurityAuthority#configurelsaprotectedprocess","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"Windows Intune Baseline","Allow Game DVR","","Block","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-ApplicationManagement#allowgamedvr","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"Windows Intune Baseline","MSI Allow User Control Over Install","","Disabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-ApplicationManagement#msiallowusercontroloverinstall","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
